2023-01-13@00-00-56;GARE;437;656
2023-01-13@00-02-03;GARE;437;656
2023-01-13@00-03-10;GARE;406;656
2023-01-13@00-04-17;GARE;406;656
2023-01-13@00-05-24;GARE;439;656
2023-01-13@00-06-31;GARE;409;656
2023-01-13@00-07-38;GARE;409;656
2023-01-13@00-08-46;GARE;441;656
2023-01-13@00-09-53;GARE;441;656
2023-01-13@00-11-00;GARE;411;656
2023-01-13@00-12-07;GARE;411;656
2023-01-13@00-13-14;GARE;437;656
2023-01-13@00-14-25;GARE;411;656
2023-01-13@00-15-38;GARE;411;656
2023-01-13@00-16-45;GARE;408;656
2023-01-13@00-17-52;GARE;408;656
2023-01-13@00-18-59;GARE;409;656
2023-01-13@00-20-06;GARE;409;656
2023-01-13@00-21-14;GARE;406;656
2023-01-13@00-22-21;GARE;408;656
2023-01-13@00-23-28;GARE;408;656
2023-01-13@00-24-35;GARE;410;656
2023-01-13@00-25-42;GARE;410;656
2023-01-13@00-26-49;GARE;409;656
2023-01-13@00-27-56;GARE;409;656
2023-01-13@00-29-03;GARE;411;656
2023-01-13@00-30-10;GARE;411;656
2023-01-13@00-31-17;GARE;411;656
2023-01-13@00-32-25;GARE;412;656
2023-01-13@00-33-32;GARE;412;656
2023-01-13@00-34-39;GARE;409;656
2023-01-13@00-35-46;GARE;409;656
2023-01-13@00-36-53;GARE;410;656
2023-01-13@00-38-00;GARE;410;656
2023-01-13@00-39-07;GARE;409;656
2023-01-13@00-40-14;GARE;409;656
2023-01-13@00-41-21;GARE;412;656
2023-01-13@00-42-29;GARE;411;656
2023-01-13@00-43-36;GARE;411;656
2023-01-13@00-44-43;GARE;411;656
2023-01-13@00-45-50;GARE;411;656
2023-01-13@00-46-57;GARE;412;656
2023-01-13@00-48-09;GARE;412;656
2023-01-13@00-49-19;GARE;411;656
2023-01-13@00-50-26;GARE;411;656
2023-01-13@07-47-20;GARE;382;656
2023-01-13@07-48-31;GARE;382;656
2023-01-13@07-49-38;GARE;380;656
2023-01-13@07-50-45;GARE;380;656
2023-01-13@07-51-53;GARE;379;656
2023-01-13@07-53-00;GARE;377;656
2023-01-13@07-54-07;GARE;377;656
2023-01-13@07-55-14;GARE;382;656
2023-01-13@07-56-21;GARE;382;656
2023-01-13@07-57-28;GARE;378;656
2023-01-13@07-58-35;GARE;378;656
2023-01-13@07-59-46;GARE;381;656
2023-01-13@08-00-57;GARE;376;656
2023-01-13@08-02-06;GARE;376;656
2023-01-13@08-03-13;GARE;377;656
2023-01-13@08-04-20;GARE;377;656
2023-01-13@08-05-27;GARE;368;656
2023-01-13@08-06-34;GARE;368;656
2023-01-13@08-07-41;GARE;381;656
2023-01-13@08-08-48;GARE;373;656
2023-01-13@08-09-56;GARE;373;656
2023-01-13@08-11-03;GARE;372;656
2023-01-13@08-12-10;GARE;372;656
2023-01-13@08-13-17;GARE;369;656
2023-01-13@08-14-28;GARE;369;656
2023-01-13@08-15-37;GARE;377;656
2023-01-13@08-16-45;GARE;377;656
2023-01-13@08-17-52;GARE;367;656
2023-01-13@08-18-59;GARE;368;656
2023-01-13@08-20-06;GARE;368;656
2023-01-13@08-21-13;GARE;371;656
2023-01-13@08-22-20;GARE;371;656
2023-01-13@08-23-27;GARE;377;656
2023-01-13@08-24-35;GARE;377;656
2023-01-13@08-25-42;GARE;365;656
2023-01-13@08-26-49;GARE;371;656
2023-01-13@08-27-56;GARE;371;656
2023-01-13@08-29-03;GARE;369;656
2023-01-13@08-30-10;GARE;369;656
2023-01-13@08-31-17;GARE;371;656
2023-01-13@08-32-24;GARE;371;656
2023-01-13@08-33-32;GARE;360;656
2023-01-13@08-34-42;GARE;360;656
2023-01-13@08-35-53;GARE;366;656
2023-01-13@08-37-00;GARE;360;656
2023-01-13@08-38-07;GARE;360;656
2023-01-13@08-39-14;GARE;357;656
2023-01-13@08-40-22;GARE;357;656
2023-01-13@08-41-29;GARE;351;656
2023-01-13@08-42-36;GARE;351;656
